N,S,D,T,puV2est
8,1,3,14,0.987661999370278
8,1,3,15,0.9903132292741591
8,1,3,16,0.987809446351139
8,1,3,17,0.9855930297752519
8,1,3,18,0.9869598419400555
8,1,3,19,0.982982704397804
8,1,3,20,0.9686679534557914
8,1,3,21,0.972039641480488
8,1,3,22,0.9759565069263473
8,1,3,23,0.983212235967436
8,1,3,24,0.9852619072302143
8,2,1,1,0.9880684411543227
8,2,1,2,0.9852886764244354
8,2,1,3,0.9818370476990806
8,2,1,4,0.9783444566648098
8,2,1,5,0.9743103293847225
8,2,1,6,0.9559373874871948
8,2,1,7,0.9767501646952891
8,2,1,8,0.9887029420301305
8,2,1,9,0.9935328971276423
8,2,1,10,0.9983303084293279
8,2,1,11,0.9999349387937668
8,2,1,12,0.9999917258788745
8,2,1,13,0.9998467441590612
8,2,1,14,0.9999698954187194
8,2,1,15,0.9987103027664949
8,2,1,16,0.9972708630961369
8,2,1,17,0.9948817751748883
8,2,1,18,0.9954890937311925
8,2,1,19,0.9890326852667023
8,2,1,20,0.9797089113172075
8,2,1,21,0.9798177113332316
8,2,1,22,0.9831287621403618
8,2,1,23,0.98714363874873
8,2,1,24,0.9886871747685221
8,2,2,1,0.9912200666093712
8,2,2,2,0.9911136640276339
8,2,2,3,0.9927073987571884
8,2,2,4,0.9930463656125892
8,2,2,5,0.9932860011209355
8,2,2,6,0.9874830624882559
8,2,2,7,0.994636487033778
8,2,2,8,1.002631419259103
8,2,2,9,1.0016502475712334
8,2,2,10,1.0008864931997836
8,2,2,11,0.9990164661374794
8,2,2,12,0.9975786988541049
8,2,2,13,0.9950632467733899
8,2,2,14,0.9931160278822762
8,2,2,15,0.9976225155593575
8,2,2,16,1.000192531062406
8,2,2,17,1.001589104646856
8,2,2,18,1.0017112258596812
8,2,2,19,0.9958774730961775
8,2,2,20,0.9831005726964083
8,2,2,21,0.983858721148641
8,2,2,22,0.9848756005416358
8,2,2,23,0.9889310817604648
8,2,2,24,0.990865073608593
8,2,3,1,0.980575479196208
8,2,3,2,0.9804619126792297
8,2,3,3,0.9838814704637407
8,2,3,4,0.9851230276395626
8,2,3,5,0.9866812206103978
8,2,3,6,0.9770088595945419
8,2,3,7,0.9796377197458234
8,2,3,8,0.9868962923064251
8,2,3,9,0.9871119259246993
8,2,3,10,0.9862063668939435
8,2,3,11,0.986218581526016
8,2,3,12,0.9894851066558907
8,2,3,13,0.9881138948710295
8,2,3,14,0.9876603083263809
8,2,3,15,0.9903502390055585
8,2,3,16,0.9883092372084767
8,2,3,17,0.9859462478137804
8,2,3,18,0.9871829071789469
8,2,3,19,0.982982704397804
8,2,3,20,0.9686679534557914
8,2,3,21,0.972039641480488
8,2,3,22,0.9759565069263473
8,2,3,23,0.983212235967436
8,2,3,24,0.9852619072302143
8,3,1,1,0.9880684411543227
8,3,1,2,0.9852886764244354
8,3,1,3,0.9818370476990806
8,3,1,4,0.9783444566648098
8,3,1,5,0.9743103293847225
8,3,1,6,0.9559373874871948
8,3,1,7,0.9723375736266939
8,3,1,8,0.9888072957896056
8,3,1,9,0.9939115895245739
8,3,1,10,0.9954747101247452
8,3,1,11,1.000615026428749
8,3,1,12,1.0005397851682578
8,3,1,13,0.9956473585368157
8,3,1,14,1.0001054525294297
8,3,1,15,0.9993376084452565
8,3,1,16,0.9978121549226258
8,3,1,17,0.9843767459990508
8,3,1,18,0.989150243763151
8,3,1,19,0.983285083636355
8,3,1,20,0.9797089113172075
8,3,1,21,0.9798177113332316
8,3,1,22,0.9831287621403618
8,3,1,23,0.98714363874873
8,3,1,24,0.9886871747685221
8,3,2,1,0.9912200666093712
8,3,2,2,0.9911136640276339
8,3,2,3,0.9927073987571884
8,3,2,4,0.9930463656125892
8,3,2,5,0.9932860011209355
8,3,2,6,0.9874830624882559
8,3,2,7,0.9903868977680234
8,3,2,8,1.002748208175485
8,3,2,9,1.0020270966445055
8,3,2,10,0.9980539451458014
8,3,2,11,0.9996953181626822
8,3,2,12,0.9981233828681123
8,3,2,13,0.9908069117636297
8,3,2,14,0.9932288584312899
8,3,2,15,0.9982483701785881
8,3,2,16,1.0007389369474837
8,3,2,17,0.9912462062504883
8,3,2,18,0.9954513364391018
8,3,2,19,0.9902150162014014
8,3,2,20,0.9831005726964083
8,3,2,21,0.983858721148641
8,3,2,22,0.9848756005416358
8,3,2,23,0.9889310817604648
8,3,2,24,0.990865073608593
8,3,3,1,0.980575479196208
8,3,3,2,0.9804619126792297
8,3,3,3,0.9838814704637407
8,3,3,4,0.9851230276395626
8,3,3,5,0.9866812206103978
8,3,3,6,0.9770088595945419
8,3,3,7,0.9752524933528407
8,3,3,8,0.9869988094372167
8,3,3,9,0.9874918771298731
8,3,3,10,0.9832372777980327
8,3,3,11,0.9868737275404288
8,3,3,12,0.9900161675853889
8,3,3,13,0.9837728927644527
8,3,3,14,0.98775490984471
8,3,3,15,0.9909648605477266
8,3,3,16,0.9888354994326721
8,3,3,17,0.9752182402355202
8,3,3,18,0.9807365153083045
8,3,3,19,0.9771577466948844
8,3,3,20,0.9686679534557914
8,3,3,21,0.972039641480488
8,3,3,22,0.9759565069263473
8,3,3,23,0.983212235967436
8,3,3,24,0.9852619072302143
9,1,1,1,0.9865314096349782
9,1,1,2,0.9833495295307861
9,1,1,3,0.9794016607563574
9,1,1,4,0.9754211427284954
9,1,1,5,0.9711420391257365
9,1,1,6,0.9594136852150359
9,1,1,7,0.9847224996362751
9,1,1,8,0.9874164025866405
9,1,1,9,0.9925332343197827
9,1,1,10,0.9977361378805449
9,1,1,11,1.0001147642797468
9,1,1,12,1.0001714971567723
9,1,1,13,1.0000107559389113
9,1,1,14,1.000220718245814
9,1,1,15,0.998750647533662
9,1,1,16,0.9968400525347109
9,1,1,17,0.9943414172819092
9,1,1,18,0.9950408950429505
9,1,1,19,0.9881562516000206
9,1,1,20,0.9772904747681405
9,1,1,21,0.9771671024586509
9,1,1,22,0.9809075184320396
9,1,1,23,0.9854705987911362
9,1,1,24,0.9872409040350545
9,1,2,1,0.9900663641315727
9,1,2,2,0.9899048158993534
9,1,2,3,0.9916749836525013
9,1,2,4,0.9920450337644906
9,1,2,5,0.9924074793708333
9,1,2,6,0.9929775726318805
9,1,2,7,1.003534023535544
9,1,2,8,1.0022426094540275
9,1,2,9,1.0011150606234362
9,1,2,10,1.0004296923485276
9,1,2,11,0.9991466259502827
9,1,2,12,0.9976225675566623
9,1,2,13,0.9949593952887126
9,1,2,14,0.9929479120969854
9,1,2,15,0.9975925959018425
9,1,2,16,0.9999671966200615
9,1,2,17,1.001561035720242
9,1,2,18,1.0017576129529517
9,1,2,19,0.9957226386269745
9,1,2,20,0.981078203275611
9,1,2,21,0.9817251402010938
9,1,2,22,0.9828770553738843
9,1,2,23,0.9874810071931112
9,1,2,24,0.9896846340476146
9,1,3,1,0.978124386721121
9,1,3,2,0.9779158124292855
9,1,3,3,0.9817106317353906
9,1,3,4,0.9830878688736422
9,1,3,5,0.9850083670699791
9,1,3,6,0.9818300290032408
9,1,3,7,0.9877580250776951
9,1,3,8,0.9854934292512544
9,1,3,9,0.9857443962850476
9,1,3,10,0.9849601375528457
9,1,3,11,0.9856565117727093
9,1,3,12,0.9890732991392137
9,1,3,13,0.9876208290360701
9,1,3,14,0.987158456027311
9,1,3,15,0.9898504215530813
9,1,3,16,0.9872471250240432
9,1,3,17,0.9847221761811579
9,1,3,18,0.9860744542331158
9,1,3,19,0.9814665707283411
9,1,3,20,0.9649552124883346
9,1,3,21,0.9683905370222319
9,1,3,22,0.9728185096543435
9,1,3,23,0.9810480032054046
9,1,3,24,0.9833968885234567
9,2,1,1,0.9865314096349782
9,2,1,2,0.9833495295307861
9,2,1,3,0.9794016607563574
9,2,1,4,0.9754211427284954
9,2,1,5,0.9711420391257365
9,2,1,6,0.9525273002259605
9,2,1,7,0.9755286755319875
9,2,1,8,0.9883384503845523
9,2,1,9,0.9934183196697478
9,2,1,10,0.9984837317474212
9,2,1,11,1.0001147727413524
9,2,1,12,1.0001714735569176
9,2,1,13,1.0000085145984476
9,2,1,14,1.0002195238111593
9,2,1,15,0.9987878511214947
9,2,1,16,0.9973332156318777
9,2,1,17,0.9946910450789294
9,2,1,18,0.9959457248380584
9,2,1,19,0.9881562516000206
9,2,1,20,0.9772904747681405
9,2,1,21,0.9771671024586509
9,2,1,22,0.9809075184320396
9,2,1,23,0.9854705987911362
9,2,1,24,0.9872409040350545
9,2,2,1,0.9900663641315727
9,2,2,2,0.9899048158993534
9,2,2,3,0.9916749836525013
9,2,2,4,0.9920450337644906
9,2,2,5,0.9924074793708333
9,2,2,6,0.9865374279206868
9,2,2,7,0.9946995426044015
9,2,2,8,1.0031721239724531
9,2,2,9,1.0019930565325423
9,2,2,10,1.0011740410396093
9,2,2,11,0.9991465756862471
9,2,2,12,0.9976226037726044
9,2,2,13,0.9949569970477392
9,2,2,14,0.9929464501787267
9,2,2,15,0.9976297918672785
9,2,2,16,1.0004582230295485
9,2,2,17,1.0019077034545787
9,2,2,18,1.002668124233852
9,2,2,19,0.9957226386269745
9,2,2,20,0.981078203275611
9,2,2,21,0.9817251402010938
9,2,2,22,0.9828770553738843
9,2,2,23,0.9874810071931112
9,2,2,24,0.9896846340476146
9,2,3,1,0.978124386721121
9,2,3,2,0.9779158124292855
9,2,3,3,0.9817106317353906
9,2,3,4,0.9830878688736422
9,2,3,5,0.9850083670699791
9,2,3,6,0.9752475622356858
9,2,3,7,0.9786239071929096
9,2,3,8,0.9864142667132877
9,2,3,9,0.9866353268129205
9,2,3,10,0.9857237002029471
9,2,3,11,0.9856559513086675
9,2,3,12,0.9890733698106791
9,2,3,13,0.9876181934732753
9,2,3,14,0.9871567641203991
9,2,3,15,0.9898874486145117
9,2,3,16,0.9877472010120782
9,2,3,17,0.9850757068811663
9,2,3,18,0.9869704213398982
9,2,3,19,0.9814665707283411
9,2,3,20,0.9649552124883346
9,2,3,21,0.9683905370222319
9,2,3,22,0.9728185096543435
9,2,3,23,0.9810480032054046
9,2,3,24,0.9833968885234567
9,3,1,1,0.9865314096349782
9,3,1,2,0.9833495295307861
9,3,1,3,0.9794016607563574
9,3,1,4,0.9754211427284954
9,3,1,5,0.9711420391257365
9,3,1,6,0.9525273002259605
9,3,1,7,0.9705418426308254
9,3,1,8,0.9891056420225071
9,3,1,9,0.9937970556392484
9,3,1,10,0.9960887248051702
9,3,1,11,1.001445926524436
9,3,1,12,1.0012782155693318
9,3,1,13,0.9961081754575069
9,3,1,14,1.00126751677795
9,3,1,15,0.9996750109399748
9,3,1,16,0.998470102961954
9,3,1,17,0.983915813384197
9,3,1,18,0.9891891137870706
9,3,1,19,0.9816550261381289
9,3,1,20,0.9772904747681405
9,3,1,21,0.9771671024586509
9,3,1,22,0.9809075184320396
9,3,1,23,0.9854705987911362
9,3,1,24,0.9872409040350545
9,3,2,1,0.9900663641315727
9,3,2,2,0.9899048158993534
9,3,2,3,0.9916749836525013
9,3,2,4,0.9920450337644906
9,3,2,5,0.9924074793708333
9,3,2,6,0.9865374279206868
9,3,2,7,0.9898960033092614
9,3,2,8,1.0039396578625515
9,3,2,9,1.0023697767357866
9,3,2,10,0.9988009715412386
9,3,2,11,1.0004772751612516
9,3,2,12,0.9987277012656028
9,3,2,13,0.9910003287166821
9,3,2,14,0.9939798867120814
9,3,2,15,0.9985158677022896
9,3,2,16,1.0015980826388016
9,3,2,17,0.9913029846799606
9,3,2,18,0.9959967390130346
9,3,2,19,0.9893190488598977
9,3,2,20,0.981078203275611
9,3,2,21,0.9817251402010938
9,3,2,22,0.9828770553738843
9,3,2,23,0.9874810071931112
9,3,2,24,0.9896846340476146
9,3,3,1,0.978124386721121
9,3,3,2,0.9779158124292855
9,3,3,3,0.9817106317353906
9,3,3,4,0.9830878688736422
9,3,3,5,0.9850083670699791
9,3,3,6,0.9752475622356858
9,3,3,7,0.9736678816122439
9,3,3,8,0.9871811880100676
9,3,3,9,0.9870154615762671
9,3,3,10,0.9832205076627687
9,3,3,11,0.9869735747695716
9,3,3,12,0.9901704928006237
9,3,3,13,0.9835777402887174
9,3,3,14,0.9881787437399427
9,3,3,15,0.9907646732323251
9,3,3,16,0.9888757878852666
9,3,3,17,0.9740657575325459
9,3,3,18,0.9800976988034832
9,3,3,19,0.974876556740021
9,3,3,20,0.9649552124883346
9,3,3,21,0.9683905370222319
9,3,3,22,0.9728185096543435
9,3,3,23,0.9810480032054046
9,3,3,24,0.9833968885234567
10,1,1,1,0.9863065043310232
10,1,1,2,0.9830658870408129
10,1,1,3,0.9790455205822733
10,1,1,4,0.9749936772402066
10,1,1,5,0.9706777684043629
10,1,1,6,0.9590288248738288
10,1,1,7,0.9846532597777377
10,1,1,8,0.9873674504208005
10,1,1,9,0.9925236622880755
10,1,1,10,0.9977688449220142
10,1,1,11,1.00015282239738
10,1,1,12,1.0002095600066399
10,1,1,13,1.0000472730929282
10,1,1,14,1.0002673019761432
10,1,1,15,0.9987800401722494
10,1,1,16,0.996863422211299
10,1,1,17,0.9943386884019807
10,1,1,18,0.9950370701316099
10,1,1,19,0.9880381785135727
10,1,1,20,0.9769358292658312
10,1,1,21,0.9767792962081133
10,1,1,22,0.9805825995831546
10,1,1,23,0.9852258677479656
10,1,1,24,0.9870292797680383
10,1,2,1,0.9898976333374243
10,1,2,2,0.9897281335740095
10,1,2,3,0.9915242078679759
10,1,2,4,0.9918988449259561
10,1,2,5,0.9922789539262924
10,1,2,6,0.9929511061211904
10,1,2,7,1.0036517533856866
10,1,2,8,1.0023290290588018
10,1,2,9,1.0011743248565181
10,1,2,10,1.0004826506319489
10,1,2,11,0.9991771957868893
10,1,2,12,0.9976402116476707
10,1,2,13,0.9949556166554037
10,1,2,14,0.9929317009640649
10,1,2,15,0.9976114973181243
10,1,2,16,1.00002086300897
10,1,2,17,1.001633844576866
10,1,2,18,1.001828521839337
10,1,2,19,0.995710618975565
10,1,2,20,0.9807816810158334
10,1,2,21,0.9814130447635956
10,1,2,22,0.9825847423490319
10,1,2,23,0.9872689281201023
10,1,2,24,0.989511956652014
10,1,3,1,0.9777655177347148
10,1,3,2,0.977543266790579
10,1,3,3,0.9813932188823203
10,1,3,4,0.9827903903305628
10,1,3,5,0.9847633833425571
10,1,3,6,0.9816848550978193
10,1,3,7,0.9877189961829091
10,1,3,8,0.9854268958817679
10,1,3,9,0.9856803392452259
10,1,3,10,0.9848968051323542
10,1,3,11,0.9855827434616785
10,1,3,12,0.9890224464713278
10,1,3,13,0.9875584972955749
10,1,3,14,0.9870922179711985
10,1,3,15,0.9897991393808946
10,1,3,16,0.9871774699904864
10,1,3,17,0.9846186188829941
10,1,3,18,0.9859706666447617
10,1,3,19,0.9812544746466972
10,1,3,20,0.9644105982058958
10,1,3,21,0.9678565031178181
10,1,3,22,0.9723593472650652
10,1,3,23,0.980731332262476
10,1,3,24,0.9831239122223797
10,2,1,1,0.9863065043310232
10,2,1,2,0.9830658870408129
10,2,1,3,0.9790455205822733
10,2,1,4,0.9749936772402066
10,2,1,5,0.9706777684043629
10,2,1,6,0.9520205855013549
10,2,1,7,0.9753508157438164
10,2,1,8,0.9882895426680421
10,2,1,9,0.993408756101093
10,2,1,10,0.9985164142424506
10,2,1,11,1.0001528308587277
10,2,1,12,1.0002095364076826
10,2,1,13,1.0000450318343
10,2,1,14,1.0002661075971921
10,2,1,15,0.9988172426656992
10,2,1,16,0.9973565737075816
10,2,1,17,0.9946883171376896
10,2,1,18,0.9960109549210887
10,2,1,19,0.9880381785135727
10,2,1,20,0.9769358292658312
10,2,1,21,0.9767792962081133
10,2,1,22,0.9805825995831546
10,2,1,23,0.9852258677479656
10,2,1,24,0.9870292797680383
10,2,2,1,0.9898976333374243
10,2,2,2,0.9897281335740095
10,2,2,3,0.9915242078679759
10,2,2,4,0.9918988449259561
10,2,2,5,0.9922789539262924
10,2,2,6,0.9863968336715486
10,2,2,7,0.9947129040685508
10,2,2,8,1.0032584749358613
10,2,2,9,1.002052268816124
10,2,2,10,1.0012269599049497
10,2,2,11,0.9991771455244303
10,2,2,12,0.997640247862974
10,2,2,13,0.9949532184053232
10,2,2,14,0.9929302390220146
10,2,2,15,0.9976486925791102
10,2,2,16,1.0005118630467322
10,2,2,17,1.0019804871298021
10,2,2,18,1.0028075410631705
10,2,2,19,0.995710618975565
10,2,2,20,0.9807816810158334
10,2,2,21,0.9814130447635956
10,2,2,22,0.9825847423490319
10,2,2,23,0.9872689281201023
10,2,2,24,0.989511956652014
10,2,3,1,0.9777655177347148
10,2,3,2,0.977543266790579
10,2,3,3,0.9813932188823203
10,2,3,4,0.9827903903305628
10,2,3,5,0.9847633833425571
10,2,3,6,0.9749858069862845
10,2,3,7,0.9784769631157771
10,2,3,8,0.986347794250177
10,2,3,9,0.9865713276414689
10,2,3,10,0.9856604168644822
10,2,3,11,0.9855821829564755
10,2,3,12,0.989022517146433
10,2,3,13,0.9875558615663382
10,2,3,14,0.9870905259507281
10,2,3,15,0.9898361683632422
10,2,3,16,0.9876775812621088
10,2,3,17,0.9849721867802252
10,2,3,18,0.9869364253465539
10,2,3,19,0.9812544746466972
10,2,3,20,0.9644105982058958
10,2,3,21,0.9678565031178181
10,2,3,22,0.9723593472650652
10,2,3,23,0.980731332262476
10,2,3,24,0.9831239122223797
10,3,1,1,0.9863065043310232
10,3,1,2,0.9830658870408129
10,3,1,3,0.9790455205822733
10,3,1,4,0.9749936772402066
10,3,1,5,0.9706777684043629
10,3,1,6,0.9520205855013549
10,3,1,7,0.9702759018477194
10,3,1,8,0.9891563553285996
10,3,1,9,0.9937874956988569
10,3,1,10,0.9961839142115245
10,3,1,11,1.0015680170011363
10,3,1,12,1.001384839352007
10,3,1,13,0.9961801868968703
10,3,1,14,1.0014468970566603
10,3,1,15,0.9997043771206647
10,3,1,16,0.9985586001919509
10,3,1,17,0.9838552699575094
10,3,1,18,0.9892073597973974
10,3,1,19,0.9814213993526417
10,3,1,20,0.9769358292658312
10,3,1,21,0.9767792962081133
10,3,1,22,0.9805825995831546
10,3,1,23,0.9852258677479656
10,3,1,24,0.9870292797680383
10,3,2,1,0.9898976333374243
10,3,2,2,0.9897281335740095
10,3,2,3,0.9915242078679759
10,3,2,4,0.9918988449259561
10,3,2,5,0.9922789539262924
10,3,2,6,0.9863968336715486
10,3,2,7,0.9898243614562563
10,3,2,8,1.0041238137560813
10,3,2,9,1.0024289667615909
10,3,2,10,0.9989162476867046
10,3,2,11,1.0005919802241197
10,3,2,12,0.9988141249355821
10,3,2,13,0.9910320899629065
10,3,2,14,0.994097671363505
10,3,2,15,0.9985347523636208
10,3,2,16,1.0017166119553813
10,3,2,17,0.9913193264056949
10,3,2,18,0.9960899959645012
10,3,2,19,0.9891933550118434
10,3,2,20,0.9807816810158334
10,3,2,21,0.9814130447635956
10,3,2,22,0.9825847423490319
10,3,2,23,0.9872689281201023
10,3,2,24,0.989511956652014
10,3,3,1,0.9777655177347148
10,3,3,2,0.977543266790579
10,3,3,3,0.9813932188823203
10,3,3,4,0.9827903903305628
10,3,3,5,0.9847633833425571
10,3,3,6,0.9749858069862845
10,3,3,7,0.9734333788054698
10,3,3,8,0.9872145754413499
10,3,3,9,0.9869514870601304
10,3,3,10,0.9832204421445995
10,3,3,11,0.9869853507155862
10,3,3,12,0.9901891383955584
10,3,3,13,0.9835510097645641
10,3,3,14,0.9882474945951426
10,3,3,15,0.9907134288526327
10,3,3,16,0.9888720802670586
10,3,3,17,0.9739025032225773
10,3,3,18,0.9800155831074929
10,3,3,19,0.9745471862770303
10,3,3,20,0.9644105982058958
10,3,3,21,0.9678565031178181
10,3,3,22,0.9723593472650652
10,3,3,23,0.980731332262476
10,3,3,24,0.9831239122223797
11,1,1,1,0.9859219198607306
11,1,1,2,0.9825811696262395
11,1,1,3,0.9784371647029172
11,1,1,4,0.9742635481861343
11,1,1,5,0.9698817038648379
11,1,1,6,0.9583489093589415
11,1,1,7,0.9845263383567702
11,1,1,8,0.9872826234877151
11,1,1,9,0.9925020171469152
11,1,1,10,0.9978238063620855
11,1,1,11,1.0002259496542616
11,1,1,12,1.000282793751154
11,1,1,13,1.0001177736196993
11,1,1,14,1.0003458819966529
11,1,1,15,0.9988387174933022
11,1,1,16,0.9969001040804494
11,1,1,17,0.9943484972193306
11,1,1,18,0.9950460873302849
11,1,1,19,0.9878351477296
11,1,1,20,0.9763269657311683
11,1,1,21,0.9761162446485999
11,1,1,22,0.9800272901328619
11,1,1,23,0.9848076119868614
11,1,1,24,0.9866674122869145
11,1,2,1,0.9896093785607036
11,1,2,2,0.989426646864481
11,1,2,3,0.9912673002056378
11,1,2,4,0.991649901744016
11,1,2,5,0.9920592633659254
11,1,2,6,0.99290086780089
11,1,2,7,1.0038547085981986
11,1,2,8,1.0024846037550232
11,1,2,9,1.0012763672834741
11,1,2,10,1.000574224841693
11,1,2,11,0.9992368283763461
11,1,2,12,0.9976767705283709
11,1,2,13,0.9949537030181974
11,1,2,14,0.9928981573398454
11,1,2,15,0.9976515319929697
11,1,2,16,1.0001111285415871
11,1,2,17,1.0017763167341434
11,1,2,18,1.0019682189917287
11,1,2,19,0.9956906089434124
11,1,2,20,0.9802727544043526
11,1,2,21,0.9808796588132219
11,1,2,22,0.982085264686421
11,1,2,23,0.9869066000130763
11,1,2,24,0.9892168467099852
11,1,3,1,0.9771511550966718
11,1,3,2,0.9769062127139987
11,1,3,3,0.9808511545677348
11,1,3,4,0.9822826776354656
11,1,3,5,0.9843438235552308
11,1,3,6,0.9814261032434517
11,1,3,7,0.9876453860739978
11,1,3,8,0.9853108414839199
11,1,3,9,0.9855607845308713
11,1,3,10,0.9847781227636542
11,1,3,11,0.9854543275971125
11,1,3,12,0.9889359640843132
11,1,3,13,0.9874513517208021
11,1,3,14,0.9869693395900252
11,1,3,15,0.9897144503820328
11,1,3,16,0.9870496112321732
11,1,3,17,0.9844513186029779
11,1,3,18,0.9858048583999441
11,1,3,19,0.980889149026566
11,1,3,20,0.963475002354993
11,1,3,21,0.966942947102473
11,1,3,22,0.9715741205118401
11,1,3,23,0.9801898381548524
11,1,3,24,0.9826568725123962
11,2,1,1,0.9859219198607306
11,2,1,2,0.9825811696262395
11,2,1,3,0.9784371647029172
11,2,1,4,0.9742635481861343
11,2,1,5,0.9698817038648379
11,2,1,6,0.9511299684555591
11,2,1,7,0.9750309410254981
11,2,1,8,0.9882047745056823
11,2,1,9,0.9933871301432127
11,2,1,10,0.9985713344422659
11,2,1,11,1.0002259581151314
11,2,1,12,1.0002827701539243
11,2,1,13,1.0001155325190458
11,2,1,14,1.000344687711645
11,2,1,15,0.9988759178022674
11,2,1,16,0.9973932373679176
11,2,1,17,0.9946981224750798
11,2,1,18,0.9960883102690179
11,2,1,19,0.9878351477296
11,2,1,20,0.9763269657311683
11,2,1,21,0.9761162446485999
11,2,1,22,0.9800272901328619
11,2,1,23,0.9848076119868614
11,2,1,24,0.9866674122869145
11,2,2,1,0.9896093785607036
11,2,2,2,0.989426646864481
11,2,2,3,0.9912673002056378
11,2,2,4,0.991649901744016
11,2,2,5,0.9920592633659254
11,2,2,6,0.9861494991044953
11,2,2,7,0.9947304970014992
11,2,2,8,1.0034139094916419
11,2,2,9,1.0021542218182973
11,2,2,10,1.0013184659686394
11,2,2,11,0.9992367781169827
11,2,2,12,0.9976768067423509
11,2,2,13,0.9949513047635026
11,2,2,14,0.9928966953485255
11,2,2,15,0.9976887257620382
11,2,2,16,1.0006020842320094
11,2,2,17,1.0021229100248499
11,2,2,18,1.0030149767428362
11,2,2,19,0.9956906089434124
11,2,2,20,0.9802727544043526
11,2,2,21,0.9808796588132219
11,2,2,22,0.982085264686421
11,2,2,23,0.9869066000130763
11,2,2,24,0.9892168467099852
11,2,3,1,0.9771511550966718
11,2,3,2,0.9769062127139987
11,2,3,3,0.9808511545677348
11,2,3,4,0.9822826776354656
11,2,3,5,0.9843438235552308
11,2,3,6,0.9745256425534995
11,2,3,7,0.9782116547899786
11,2,3,8,0.9862318278216125
11,2,3,9,0.986451880957753
11,2,3,10,0.985541826495929
11,2,3,11,0.9854537670202326
11,2,3,12,0.9889360347656091
11,2,3,13,0.9874487157054096
11,2,3,14,0.9869676473588438
11,2,3,15,0.9897514825373502
11,2,3,16,0.9875497872880634
11,2,3,17,0.9848049466125026
11,2,3,18,0.9868397637055604
11,2,3,19,0.980889149026566
11,2,3,20,0.963475002354993
11,2,3,21,0.966942947102473
11,2,3,22,0.9715741205118401
11,2,3,23,0.9801898381548524
11,2,3,24,0.9826568725123962
11,3,1,1,0.9859219198607306
11,3,1,2,0.9825811696262395
11,3,1,3,0.9784371647029172
11,3,1,4,0.9742635481861343
11,3,1,5,0.9698817038648379
11,3,1,6,0.9511299684555591
11,3,1,7,0.9698038192039932
11,3,1,8,0.9892283057174609
11,3,1,9,0.9937658779571926
11,3,1,10,0.9963379371596087
11,3,1,11,1.0017614747531471
11,3,1,12,1.001549698499547
11,3,1,13,0.9962958434410677
11,3,1,14,1.0017440733166192
11,3,1,15,0.9997630015644785
11,3,1,16,0.9986718159420059
11,3,1,17,0.9837402640127565
11,3,1,18,0.9892302511161162
11,3,1,19,0.9810188051504379
11,3,1,20,0.9763269657311683
11,3,1,21,0.9761162446485999
11,3,1,22,0.9800272901328619
11,3,1,23,0.9848076119868614
11,3,1,24,0.9866674122869145
11,3,2,1,0.9896093785607036
11,3,2,2,0.989426646864481
11,3,2,3,0.9912673002056378
11,3,2,4,0.991649901744016
11,3,2,5,0.9920592633659254
11,3,2,6,0.9861494991044953
11,3,2,7,0.9896951669460183
11,3,2,8,1.0044330175474612
11,3,2,9,1.002530881448164
11,3,2,10,0.9991066221975786
11,3,2,11,1.0007720982452204
11,3,2,12,0.9989426215205769
11,3,2,13,0.9910753187153333
11,3,2,14,0.9942847467615262
11,3,2,15,0.9985747514012677
11,3,2,16,1.0018830624371742
11,3,2,17,0.9913395433853877
11,3,2,18,0.9962442228130194
11,3,2,19,0.9889770738556121
11,3,2,20,0.9802727544043526
11,3,2,21,0.9808796588132219
11,3,2,22,0.982085264686421
11,3,2,23,0.9869066000130763
11,3,2,24,0.9892168467099852
11,3,3,1,0.9771511550966718
11,3,3,2,0.9769062127139987
11,3,3,3,0.9808511545677348
11,3,3,4,0.9822826776354656
11,3,3,5,0.9843438235552308
11,3,3,6,0.9745256425534995
11,3,3,7,0.9730167862380319
11,3,3,8,0.9872557173755075
11,3,3,9,0.9868320864026957
11,3,3,10,0.9832020699786808
11,3,3,11,0.9869795414304223
11,3,3,12,0.9901956153441417
11,3,3,13,0.9834889794552452
11,3,3,14,0.9883469143401864
11,3,3,15,0.9906287998569412
11,3,3,16,0.988821831117263
11,3,3,17,0.9736068201245789
11,3,3,18,0.9798627217626572
11,3,3,19,0.9739792791388022
11,3,3,20,0.963475002354993
11,3,3,21,0.966942947102473
11,3,3,22,0.9715741205118401
11,3,3,23,0.9801898381548524
11,3,3,24,0.9826568725123962
12,1,1,1,0.9844282161735851
12,1,1,2,0.9807015878748013
12,1,1,3,0.9760806586301496
12,1,1,4,0.9714359751157925
12,1,1,5,0.9667681851273179
12,1,1,6,0.9554391819023356
12,1,1,7,0.98382601801398
12,1,1,8,0.9868712317585759
12,1,1,9,0.9922907491143212
12,1,1,10,0.9979395095354603
12,1,1,11,1.0004867274225273
12,1,1,12,1.0005455584208414
12,1,1,13,1.0003570699107105
12,1,1,14,1.0005462948279986
12,1,1,15,0.9989845490662638
12,1,1,16,0.9968832436787686
12,1,1,17,0.9943052521617762
12,1,1,18,0.9949807352506004
12,1,1,19,0.9869219865062874
12,1,1,20,0.9739380379498466
12,1,1,21,0.9735418568287632
12,1,1,22,0.977873414033497
12,1,1,23,0.9831854072348438
12,1,1,24,0.9852620068530803
12,1,2,1,0.988492504506573
